"Codi centre","Denominació completa","Codi naturalesa","Nom naturalesa","Codi titularitat","Nom titularitat","Adreça","Codi postal","Telèfon","FAX","Codi delegació","Nom delegació","Codi comarca","Nom comarca","Codi municipi","Nom municipi","Codi districte municipal","Nom DM","Codi localitat","Nom localitat","Zona educativa","Coordenades UTM X","Coordenades UTM Y","Coordenades GEO X","Coordenades GEO Y","Estudis","E mail centre","Estat","Grups en quarantena","cursos","linies","als_per_classe","num_alumnes","DATAGENERACIO","DATACREACIO","CODIMUNICIPI","ESTAT","GRUP_CONFIN","ALUMN_CONFIN","DOCENT_CONFIN","ALTRES_CONFIN","GRUP_ESTABLE","ALUMN_POSITIU","PERSONAL_POSITIU","ALTRES_POSITIU"
17002077,"Escola Pompeu Fabra",1,"Públic",1,"Dep. Educació","c. Les Esplanes. s/n",17490,"972 380 495",NA,117,"Girona",2,"Alt Empordà",17092,"Llançà",0,NA,9,"Llançà",NA,512490.726,4689733.337,3.151679446,42.359768781,"EINF2C EPRI","b7002077@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"17/09/2020 10:06",17092,"Obert",0,0,0,0,19,0,0,0
17002089,"Escola de Llers",1,"Públic",1,"Dep. Educació","c. Orient. 2",17730,"972 528 207","972 528 460",117,"Girona",2,"Alt Empordà",17093,"Llers",0,NA,2,"Llers",NA,492803.519,4682152.709,2.912704838,42.291563579,"EINF2C EPRI","b7002089@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"15/09/2020 19:45",17093,"Obert",0,0,0,0,10,0,0,0
17002090,"Escola Jaume I - ZER Cerdanya",1,"Públic",1,"Dep. Educació","av. de Catalunya. 91",17527,"972 896 224","972 896 224",117,"Girona",15,"Cerdanya",17094,"Llívia",0,NA,3,"Llívia",NA,416004.061,4701653.239,1.97834286,42.462666518,"EINF2C EPRI","b7002090@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"14/09/2020 11:19",17094,"Obert",0,0,0,0,2,0,0,0
17002107,"Escola Pere Torrent",1,"Públic",1,"Dep. Educació","c. Escoles. s/n",17310,"972 366 869","972 367 624",117,"Girona",34,"Selva",17095,"Lloret de Mar",0,NA,5,"Lloret de Mar",NA,486918.754,4616958.813,2.842773357,41.704309291,"EINF2C EPRI","b7002107@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"14/09/2020 16:06",17095,"Obert",0,0,0,0,26,0,0,0
17002119,"Immaculada Concepció",2,"Privat",24,"Ordes i Cong.","c. de Felip Gibert. 38",17310,"972 364 740","972 364 826",117,"Girona",34,"Selva",17095,"Lloret de Mar",0,NA,5,"Lloret de Mar",NA,487231.197,4616794.899,2.846532186,41.702837977,"EINF2C EPRI ESO BATX","b7002119@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",17095,"Obert",0,0,0,0,0,0,0,0
17002168,"Escola Les Salines - ZER Les Salines",1,"Públic",1,"Dep. Educació","c. Les Salines. s/n",17720,"972 544 242","972 544 108",117,"Girona",2,"Alt Empordà",17102,"Maçanet de Cabrenys",0,NA,7,"Maçanet de Cabrenys",NA,479379.146,4692847.101,2.749482754,42.387638209,"EINF2C EPRI","b7002168@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"15/09/2020 7:01",17102,"Obert",0,0,0,0,2,0,0,0
17002181,"Escola Sant Jordi",1,"Públic",1,"Dep. Educació","c. Escoles. 23",17412,"972 858 065","972 858 065",117,"Girona",34,"Selva",17103,"Maçanet de la Selva",0,NA,6,"Maçanet de la Selva",NA,477406.349,4625010.323,2.728136749,41.776615746,"EINF2C EPRI","b7002181@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"23/09/2020 15:01",17103,"Obert",0,0,0,0,18,0,0,0
17002193,"Escola Santa Fe",1,"Públic",1,"Dep. Educació","Pujada del Castell. s/n",17481,"972 498 292","972 498 292",117,"Girona",20,"Gironès",17169,"Sant Julià de Ramis",0,NA,2,"Medinyà",NA,488872.924,4655350.996,2.865538041,42.05013113,"EINF1C EINF2C EPRI","b7002193@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",17169,"Obert",0,0,0,0,0,0,0,0
17002201,"Escola Finestres",1,"Públic",1,"Dep. Educació","Can Caló. s/n",17830,"972 680 462",NA,117,"Girona",19,"Garrotxa",17105,"Mieres",0,NA,2,"Mieres","Garrotxa",470106.223,4663465.251,2.638345387,42.122721252,"EINF2C EPRI","b7002201@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"16/09/2020 9:19",17105,"Obert",0,0,0,0,3,0,0,0
17002247,"Escola Mont Cós - ZER El Llierca",1,"Públic",1,"Dep. Educació","c. Escoles. 1",17855,"972 687 535","--- --- ---",117,"Girona",19,"Garrotxa",17109,"Montagut i Oix",0,NA,1,"Montagut","Garrotxa",466693.815,4675622.399,2.596367375,42.232072995,"EINF2C EPRI","b7002247@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"14/09/2020 18:28",17109,"Obert",0,0,0,0,4,0,0,0
17002259,"Escola Torres Jonama",1,"Públic",1,"Dep. Educació","c. Torres Jonama. 9",17253,"972 304 769","972 304 769",117,"Girona",10,"Baix Empordà",17110,"Mont-ras",0,NA,7,"Mont-ras","Baix Empordà",512132.005,4639621.01,3.146281099,41.908441454,"EINF2C EPRI","b7002259@xtec.cat","Grups en quarantena",1,NA,NA,NA,NA,2020-09-26 07:00:00,"18/09/2020 22:57",17110,"Obert",1,22,2,0,9,1,0,0
17002260,"Escola Joaquim Vallmajó",1,"Públic",1,"Dep. Educació","c. Escoles. 12",17744,"972 553 552","972 553 552",117,"Girona",2,"Alt Empordà",17111,"Navata",0,NA,2,"Navata",NA,488688.553,4674652.295,2.862935732,42.22396422,"EINF2C EPRI","b7002260@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"14/09/2020 17:23",17111,"Obert",0,0,0,0,10,0,0,0
17002296,"Escola Malagrida",1,"Públic",1,"Dep. Educació","av. de les Corts Catalanes. 30",17800,"972 260 421","972 272 240",117,"Girona",19,"Garrotxa",17114,"Olot",0,NA,3,"Olot","Garrotxa",457668.381,4669576.901,2.487433588,42.1771903,"EINF2C EPRI","b7002296@xtec.cat","Grups en quarantena",2,NA,NA,NA,NA,2020-09-26 07:00:00,"24/09/2020 12:44",17114,"Obert",2,29,2,0,2,2,0,0
17002314,"Escola Pla de Dalt",1,"Públic",1,"Dep. Educació","c. Alforja. 2-4",17800,"972 261 044","972 261 044",117,"Girona",19,"Garrotxa",17114,"Olot",0,NA,3,"Olot","Garrotxa",456484.476,4670418.569,2.473036083,42.184705422,"EINF2C EPRI","b7002314@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"16/09/2020 14:47",17114,"Obert",0,0,0,0,27,0,0,0
17002326,"Escola Volcà Bisaroques",1,"Públic",1,"Dep. Educació","c. Pare Nolasc del Molar. 6",17800,"972 266 157","972 270 561",117,"Girona",19,"Garrotxa",17114,"Olot",0,NA,3,"Olot","Garrotxa",458717.304,4670097.07,2.50009696,42.181931004,"EINF2C EPRI","b7002326@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"15/09/2020 16:41",17114,"Obert",0,0,0,0,22,0,0,0
17002341,"Escola Pia d'Olot",2,"Privat",24,"Ordes i Cong.","pl. Clarà. 9",17800,"972 260 212","972 270 915",117,"Girona",19,"Garrotxa",17114,"Olot",0,NA,3,"Olot","Garrotxa",457418.75,4669977.883,2.484381751,42.180788006,"EINF2C EPRI ESO CFPM CFPS PFI TEGM","b7002341@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"16/09/2020 16:29",17114,"Obert",0,0,0,0,26,0,0,0
17002387,"Institut Montsacopa",1,"Públic",1,"Dep. Educació","av. Joan de Cabirol. s/n",17800,"972 267 000","972 271 027",117,"Girona",19,"Garrotxa",17114,"Olot",0,NA,3,"Olot","Garrotxa",457545.214,4670989.94,2.485839199,42.18990948,"ESO BATX CFPM CFPS","b7002387@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",17114,"Obert",0,0,0,0,0,0,0,0
17002399,"Institut La Garrotxa",1,"Públic",1,"Dep. Educació","ctra. de Riudaura. 110",17800,"972 262 200","972 269 410",117,"Girona",19,"Garrotxa",17114,"Olot",0,NA,3,"Olot","Garrotxa",456102.625,4670279.096,2.468422672,42.183427998,"ESO BATX CFPM AA03 CFPS","b7002399@xtec.cat","Grups en quarantena",1,NA,NA,NA,NA,2020-09-26 07:00:00,"25/09/2020 16:20",17114,"Obert",1,14,1,0,57,3,0,0
17002405,"Petit Plançó",2,"Privat",21,"Cooperatives","c. Joaquim Vayreda. 23",17800,"972 260 712","972 260 400",117,"Girona",19,"Garrotxa",17114,"Olot",0,NA,3,"Olot","Garrotxa",457798.328,4669773.896,2.488992693,42.178971465,"EINF2C EPRI ESO","b7002405@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"21/09/2020 9:02",17114,"Obert",0,0,0,0,17,0,0,0
17002417,"Cor de Maria",2,"Privat",22,"Fundacions","c. Esglaiers. 1",17800,"972 261 391","972 272 953",117,"Girona",19,"Garrotxa",17114,"Olot",0,NA,3,"Olot","Garrotxa",457773.702,4670185.323,2.488664664,42.182675459,"EINF2C EPRI ESO","b7002417@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"12/09/2020 19:10",17114,"Obert",0,0,0,0,28,0,0,0
17002429,"Escola Sant Roc",1,"Públic",1,"Dep. Educació","c. Còrdova. 1",17800,"972 262 565",NA,117,"Girona",19,"Garrotxa",17114,"Olot",0,NA,3,"Olot","Garrotxa",456164.86,4668907.001,2.469279604,42.171074394,"EINF2C EPRI","b7002429@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",17114,"Obert",0,0,0,0,0,0,0,0
17002430,"Escola Maria Pagès i Trayter",1,"Públic",1,"Dep. Educació","c. Sa Mar. s/n",17772,"972 525 513","972 525 513",117,"Girona",2,"Alt Empordà",17115,"Ordis",0,NA,1,"Ordis",NA,492517.141,4674109.704,2.909334823,42.219123533,"EINF2C EPRI","b7002430@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"14/09/2020 14:40",17115,"Obert",0,0,0,0,2,0,0,0
17002442,"Escola La Vall",1,"Públic",1,"Dep. Educació","c. França. s/n",17161,"972 446 176","972 446 176",117,"Girona",34,"Selva",17116,"Osor",0,NA,4,"Osor",NA,463285.374,4643935.848,2.557052,41.946543,"EINF2C EPRI","b7002442@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"14/09/2020 21:00",17116,"Obert",0,0,0,0,2,0,0,0
17002481,"Escola Torres Jonama",1,"Públic",1,"Dep. Educació","c. Escoles. 10",17200,"972 610 882","972 610 652",117,"Girona",10,"Baix Empordà",17117,"Palafrugell",0,NA,6,"Palafrugell","Baix Empordà",513806.842,4640243.449,3.166489858,41.914020116,"EINF2C EPRI","b7002481@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"24/09/2020 15:32",17117,"Obert",0,1,3,0,19,0,0,0
17002491,"Escola Josep Barceló i Matas",1,"Públic",1,"Dep. Educació","c. Pals. 75",17200,"972 300 924","972 300 924",117,"Girona",10,"Baix Empordà",17117,"Palafrugell",0,NA,6,"Palafrugell","Baix Empordà",513472.653,4641000.821,3.16247736,41.920847357,"EINF2C EPRI","b7002491@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"23/09/2020 10:19",17117,"Obert",0,0,0,0,19,1,0,0
17002508,"Prats de la Carrera",2,"Privat",23,"Església Catòl.","c. Clavé. 33",17200,"972 300 204","972 300 204",117,"Girona",10,"Baix Empordà",17117,"Palafrugell",0,NA,6,"Palafrugell","Baix Empordà",513288.077,4640531.919,3.160240853,41.916627201,"ESO","b7002508@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"17/09/2020 11:11",17117,"Obert",0,0,0,0,12,0,0,0
17002511,"Vedruna Palafrugell",2,"Privat",22,"Fundacions","c. Sant Sebastià. 85",17200,"972 300 739","972 300 303",117,"Girona",10,"Baix Empordà",17117,"Palafrugell",0,NA,6,"Palafrugell","Baix Empordà",514067.508,4640548.932,3.169640375,41.91676693,"EINF1C EINF2C EPRI","b7002511@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"16/09/2020 14:19",17117,"Obert",0,0,0,0,18,0,0,0
17002521,"Sant Jordi",2,"Privat",26,"Soc. Mercantils","c. Tarongeta. 65",17200,"972 302 898","972 304 238",117,"Girona",10,"Baix Empordà",17117,"Palafrugell",0,NA,6,"Palafrugell","Baix Empordà",513934.784,4640608.107,3.168041256,41.917302261,"EINF2C EPRI ESO","b7002521@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",17117,"Obert",0,0,0,0,0,0,0,0
17002533,"LLI privada Ca la Tulita",2,"Privat",26,"Soc. Mercantils","c. Caritat. 50",17200,"972 301 042",NA,117,"Girona",10,"Baix Empordà",17117,"Palafrugell",0,NA,6,"Palafrugell","Baix Empordà",513461.96,4640560.66,3.162338353,41.916883117,"EINF1C","b7002533@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",17117,"Obert",0,0,0,0,0,0,0,0
17002545,"Institut Frederic Martí i Carreras",1,"Públic",1,"Dep. Educació","c. Frederic Martí Carreras. 13",17200,"972 301 079","972 611 336",117,"Girona",10,"Baix Empordà",17117,"Palafrugell",0,NA,6,"Palafrugell","Baix Empordà",513720.803,4640025.83,3.165447303,41.91206157,"ESO BATX","b7002545@xtec.cat","Grups en quarantena",2,NA,NA,NA,NA,2020-09-26 07:00:00,"21/09/2020 7:18",17117,"Obert",2,47,0,0,30,2,0,0
17002557,"Institut Baix Empordà",1,"Públic",1,"Dep. Educació","av. de les Corts Catalanes. s/n",17200,"972 300 323","972 611 874",117,"Girona",10,"Baix Empordà",17117,"Palafrugell",0,NA,6,"Palafrugell","Baix Empordà",513795.389,4639935.256,3.166344547,41.911244496,"ESO BATX CFPM AA03 CFPS PFI","b7002557@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"17/09/2020 12:01",17117,"Obert",0,0,0,0,62,0,0,0
17002569,"Escola La Vila",1,"Públic",1,"Dep. Educació","c. Foment. 18",17230,"972 314 344","972 314 344",117,"Girona",10,"Baix Empordà",17118,"Palamós",0,NA,4,"Palamós","Baix Empordà",511008.099,4633104.91,3.132608296,41.849768485,"EINF2C EPRI","b7002569@xtec.cat","Grups en quarantena",1,NA,NA,NA,NA,2020-09-26 07:00:00,"23/09/2020 15:36",17118,"Obert",1,17,1,0,26,1,0,0
17002570,"La Salle",2,"Privat",24,"Ordes i Cong.","c. Sant Josep. 15",17230,"972 314 236","972 318 512",117,"Girona",10,"Baix Empordà",17118,"Palamós",0,NA,4,"Palamós","Baix Empordà",510921.254,4633162.087,3.131563184,41.850284674,"EINF2C EPRI","b7002570@xtec.cat","Grups en quarantena",1,NA,NA,NA,NA,2020-09-26 07:00:00,"25/09/2020 15:27",17118,"Obert",1,17,1,0,1,1,0,0
17002594,"Vedruna Palamós",2,"Privat",22,"Fundacions","c. Xaloc. 22",17230,"972 314 286","973 601 432",117,"Girona",10,"Baix Empordà",17118,"Palamós",0,NA,4,"Palamós","Baix Empordà",511153.434,4633050.387,3.134358034,41.84927537,"EINF2C EPRI ESO BATX","b7002594@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"25/09/2020 13:38",17118,"Obert",0,15,1,0,34,0,0,0
17002612,"Escola Vila-romà",1,"Públic",1,"Dep. Educació","c. Riera. 29-31",17230,"972 316 125","972 312 101",117,"Girona",10,"Baix Empordà",17118,"Palamós",0,NA,6,"Sant Joan de Palamós","Baix Empordà",510782.296,4634216.535,3.129908451,41.859783857,"EINF2C EPRI","b7002612@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"15/09/2020 12:47",17118,"Obert",0,0,0,0,22,0,0,0
17002624,"Escola Martí Inglès",1,"Públic",1,"Dep. Educació","av. Mas Oriol. s/n",17495,"972 530 748",NA,117,"Girona",2,"Alt Empordà",17120,"Palau-saverdera",0,NA,1,"Palau-saverdera",NA,511915.401,4684146.402,3.144577794,42.30946125,"EINF2C EPRI","b7002624@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"17/09/2020 15:11",17120,"Obert",0,0,0,0,9,0,0,0
17002651,"Escola Quermany",1,"Públic",1,"Dep. Educació","c. Aniceta Figueras. 14",17256,"972 636 439","972 636 439",117,"Girona",10,"Baix Empordà",17124,"Pals",0,NA,5,"Pals","Baix Empordà",512406.205,4646697.477,3.149736271,41.972173025,"EINF2C EPRI","b7002651@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"12/09/2020 11:09",17124,"Obert",0,0,0,0,10,0,0,0
17002703,"Escola Pau",1,"Públic",1,"Dep. Educació","c. Migjorn. 2",17494,"972 552 039",NA,117,"Girona",2,"Alt Empordà",17128,"Pau",0,NA,1,"Pau",NA,509700.86,4684943.837,3.117720687,42.316673804,"EINF2C EPRI","b7002703@xtec.cat","Grups en quarantena",1,NA,NA,NA,NA,2020-09-26 07:00:00,"21/09/2020 9:22",17128,"Obert",1,11,1,1,4,0,0,0
17002715,"Escola Pedra Blanca - ZER Empordanet-Gavarres",1,"Públic",1,"Dep. Educació","av. Sant Francesc d'Assís. s/n",17120,"972 488 540",NA,117,"Girona",10,"Baix Empordà",17130,"La Pera",0,NA,2,"La Pera","Baix Empordà",498216.174,4651657.448,2.978455076,42.016941506,"EINF2C EPRI","b7002715@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",17130,"Obert",0,0,0,0,0,0,0,0
17002740,"Escola Ramon Muntaner",1,"Públic",1,"Dep. Educació","av. Constitució. s/n",17491,"972 538 084","972 538 084",117,"Girona",2,"Alt Empordà",17132,"Peralada",0,NA,1,"Peralada",NA,501072.906,4684122.635,3.013018286,42.309337599,"EINF2C EPRI","b7002740@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"17/09/2020 10:13",17132,"Obert",0,2,0,0,0,0,0,0
17002752,"Escola Sant Cristòfol",1,"Públic",1,"Dep. Educació","av. Narcís Arnau. 58",17172,"972 448 041","972 448 041",117,"Girona",19,"Garrotxa",17133,"Les Planes d'Hostoles",0,NA,8,"Les Planes d'Hostoles","Garrotxa",461817.741,4656326.157,2.538540487,42.058065062,"EINF2C EPRI","b7002752@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"12/09/2020 18:43",17133,"Obert",0,0,0,0,10,0,0,0
17002764,"Escola Núria Morer i Pi - ZER Comte Arnau",1,"Públic",1,"Dep. Educació","c. Escoles. 7",17535,"972 736 201","972 736 201",117,"Girona",31,"Ripollès",17134,"Planoles",0,NA,7,"Planoles","Ripollès",426309.346,4685304.875,2.105764132,42.316498963,"EINF2C EPRI","b7002764@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"14/09/2020 19:31",17134,"Obert",0,0,0,0,1,0,0,0
17002776,"Escola Tramuntana - ZER Empordà",1,"Públic",1,"Dep. Educació","c. Carles Jordà. 2",17706,"972 529 038","972 529 038",117,"Girona",2,"Alt Empordà",17135,"Pont de Molins",0,NA,1,"Pont de Molins",NA,493468.433,4684818.836,2.920740302,42.315581055,"EINF2C EPRI","b7002776@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"15/09/2020 11:05",17135,"Obert",0,0,0,0,4,0,0,0
17002791,"Escola L'Entorn",1,"Públic",1,"Dep. Educació","c. Montseny. 15",17834,"972 574 017","972 574 017",117,"Girona",28,"Pla de l'Estany",17137,"Porqueres",0,NA,1,"Mata",NA,481456.891,4661624.544,2.775722781,42.106493713,"EINF2C EPRI","b7002791@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"25/09/2020 9:33",17137,"Obert",0,4,0,0,22,0,0,0
17002818,"Escola Frigolet",1,"Públic",1,"Dep. Educació","Paratge Frigolet. s/n",17834,"972 574 629","972 574 629",117,"Girona",28,"Pla de l'Estany",17137,"Porqueres",0,NA,3,"Porqueres",NA,478793.015,4662808.087,2.743460755,42.117085681,"EINF2C EPRI","b7002818@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"14/09/2020 17:37",17137,"Obert",0,0,0,0,6,0,0,0
17002831,"Escola Sant Jaume",1,"Públic",1,"Dep. Educació","c. Sant Jordi. 2",17497,"972 390 760","972 390 760",117,"Girona",2,"Alt Empordà",17138,"Portbou",0,NA,1,"Portbou",NA,513111.58,4697321.531,3.15939151,42.428097926,"EINF1C EINF2C EPRI","b7002831@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"15/09/2020 11:02",17138,"Obert",0,0,0,0,4,0,0,0
17002879,"Escola Les Clisques - ZER Cap de Creus",1,"Públic",1,"Dep. Educació","c. Lloia. 2",17489,"972 126 432","972 126 371",117,"Girona",2,"Alt Empordà",17140,"El Port de la Selva",0,NA,12,"El Port de la Selva",NA,516703.753,4687817.973,3.202784039,42.342439805,"EINF2C EPRI","b7002879@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"14/09/2020 21:55",17140,"Obert",0,0,0,0,5,0,0,0
17002880,"Escola Alfons I",1,"Públic",1,"Dep. Educació","av. Schierbeck. 2",17520,"972 141 026","972 140 430",117,"Girona",15,"Cerdanya",17141,"Puigcerdà",0,NA,2,"Puigcerdà",NA,411934.215,4698757.143,1.929293095,42.436137065,"EINF2C EPRI EE","b7002880@xtec.cat","Grups en quarantena",5,NA,NA,NA,NA,2020-09-26 07:00:00,"25/09/2020 15:25",17141,"Obert",5,88,10,0,15,5,1,0
17002892,"Vedruna Puigcerdà",2,"Privat",22,"Fundacions","c. Carmelites. 4",17520,"972 880 384","972 880 384",117,"Girona",15,"Cerdanya",17141,"Puigcerdà",0,NA,2,"Puigcerdà",NA,411938.527,4698250.273,1.92942321,42.431573488,"EINF1C EINF2C EPRI ESO","b7002892@xtec.cat","Grups en quarantena",1,NA,NA,NA,NA,2020-09-26 07:00:00,"22/09/2020 11:36",17141,"Obert",1,27,2,0,16,5,0,0
17002922,"Escola Santa Margarida",1,"Públic",1,"Dep. Educació","c. del Tren. s/n",17242,"972 469 381","972 469 381",117,"Girona",20,"Gironès",17142,"Quart",0,NA,6,"Quart",NA,486702.673,4642943.922,2.83959319,41.938351343,"EINF2C EPRI","b7002922@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"13/09/2020 13:48",17142,"Obert",0,0,0,0,12,0,0,0
17002983,"Escola El Bruc",1,"Públic",1,"Dep. Educació","Urbanització Can Salvà. s/n",17404,"972 870 289","972 870 289",117,"Girona",34,"Selva",17146,"Riells i Viabrea",0,NA,10,"Viabrea",NA,463140.135,4619603.831,2.556814357,41.727386186,"EINF2C EPRI","b7002983@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",17146,"Obert",0,0,0,0,0,1,0,0
17002995,"Escola Joan Maragall",1,"Públic",1,"Dep. Educació","ctra. Barcelona. 8",17500,"972 700 451",NA,117,"Girona",31,"Ripollès",17147,"Ripoll",0,NA,7,"Ripoll","Ripollès",433304.607,4671743.801,2.192203088,42.195007064,"EINF2C EPRI","b7002995@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"15/09/2020 11:00",17147,"Obert",0,0,0,0,15,0,0,0
17003011,"Salesians Ripoll",2,"Privat",24,"Ordes i Cong.","c. Viñas. 1",17500,"972 700 152","972 703 649",117,"Girona",31,"Ripollès",17147,"Ripoll",0,NA,7,"Ripoll","Ripollès",432976.012,4672259.948,2.188164124,42.199627104,"EINF1C EINF2C EPRI","b7003011@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",17147,"Obert",0,0,0,0,0,0,0,0
17003021,"Vedruna Ripoll",2,"Privat",22,"Fundacions","c. Berenguer. 10",17500,"972 700 061","972 702 258",117,"Girona",31,"Ripollès",17147,"Ripoll",0,NA,7,"Ripoll","Ripollès",432980.842,4672429.374,2.188203094,42.201153272,"EINF1C EINF2C EPRI ESO BATX","b7003021@xtec.cat","Grups en quarantena",1,NA,NA,NA,NA,2020-09-26 07:00:00,"19/09/2020 20:40",17147,"Obert",1,25,2,0,22,2,0,0
17003070,"Escola Josep Boada",1,"Públic",1,"Dep. Educació","av. Mas Rechs. s/n",17421,"972 856 111","972 856 111",117,"Girona",34,"Selva",17148,"Riudarenes",0,NA,6,"Riudarenes",NA,476169.373,4630545.745,2.713030367,41.826436375,"EINF2C EPRI","b7003070@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",17148,"Obert",0,0,0,0,0,0,0,0
17003082,"Escola Lluís Castells",1,"Públic",1,"Dep. Educació","c. de l'Escola. s/n",17814,"972 266 944",NA,117,"Girona",19,"Garrotxa",17149,"Riudaura",0,NA,4,"Riudaura","Garrotxa",451294.146,4671038.993,2.410133386,42.189986974,"EINF2C EPRI","b7003082@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"18/09/2020 10:03",17149,"Obert",0,0,0,0,7,0,0,0
17003094,"Escola de Riudellots de la Selva",1,"Públic",1,"Dep. Educació","av. Girona. s/n",17457,"972 477 133","972 477 133",117,"Girona",34,"Selva",17150,"Riudellots de la Selva",0,NA,1,"Riudellots de la Selva",NA,483474.461,4638196.979,2.800784204,41.895535836,"EINF2C EPRI","b7003094@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"24/09/2020 9:29",17150,"Obert",0,1,0,0,11,0,0,0
17003124,"Empordà-San José",2,"Privat",21,"Cooperatives","c. Riera Ginjoler. 196",17480,"972 257 397","972 256 804",117,"Girona",2,"Alt Empordà",17152,"Roses",0,NA,8,"Roses",NA,515316.478,4679701.479,3.185727587,42.269370093,"EINF1C EINF2C EPRI ESO BATX CFPM AA03","b7003124@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"22/09/2020 13:08",17152,"Obert",0,2,0,0,47,0,0,0
17003136,"Escola Narcís Monturiol",1,"Públic",1,"Dep. Educació","av. Rhode. 239",17480,"972 256 267","975 255 205",117,"Girona",2,"Alt Empordà",17152,"Roses",0,NA,8,"Roses",NA,514960.5,4678500.775,3.181380023,42.25856321,"EINF2C EPRI","b7003136@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"11/09/2020 21:15",17152,"Obert",0,0,0,0,10,0,0,0
17003151,"Escola Silvestre Santaló",1,"Públic",1,"Dep. Educació","c. Folch i Torras. 8",17190,"972 238 619","972 238 619",117,"Girona",20,"Gironès",17155,"Salt",0,NA,1,"Salt",NA,482612.65,4646331.477,2.790155115,41.96878244,"EINF2C EPRI","b7003151@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"24/09/2020 14:42",17155,"Obert",0,1,1,0,10,0,0,0
